Country Name,Country Code,Indicator Name,Indicator Code,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Sub-Saharan Africa (excluding high income),SSA,Fixed broadband subscriptions,IT.NET.BBND,3639380,4086781,4160112,4373332,5321881,6378369,7313987,8030378,,
South Sudan,SSD,Fixed broadband subscriptions,IT.NET.BBND,150,150,200,200,200,,200,200,200,
Sub-Saharan Africa,SSF,Fixed broadband subscriptions,IT.NET.BBND,3700000,4100000,4200000,4600000,5300000,6400000,7400000,8500000,9600000,
Small states,SST,Fixed broadband subscriptions,IT.NET.BBND,2100000,2200000,2300000,2300000,2500000,2700000,2900000,3000000,3100000,
Sao Tome and Principe,STP,Fixed broadband subscriptions,IT.NET.BBND,1310,1430,1480,1560,1640,2510,3420,4580,5780,
Suriname,SUR,Fixed broadband subscriptions,IT.NET.BBND,52700,71200,71200,73200,80400,92300,123000,125000,,
Slovak Republic,SVK,Fixed broadband subscriptions,IT.NET.BBND,1270000,1340000,1410000,1510000,1590000,1700000,1770000,1860000,1830000,
Slovenia,SVN,Fixed broadband subscriptions,IT.NET.BBND,569000,589000,602000,613000,628000,652000,667000,677000,683000,
Sweden,SWE,Fixed broadband subscriptions,IT.NET.BBND,3500000,3680000,3850000,3940000,4040000,4180000,4250000,4260000,4300000,
Eswatini,SWZ,Fixed broadband subscriptions,IT.NET.BBND,6000,7000,15500,21900,24100,27300,30800,26600,33800,
Sint Maarten (Dutch part),SXM,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,
Seychelles,SYC,Fixed broadband subscriptions,IT.NET.BBND,13400,14000,15200,19700,27000,35000,41300,37400,39400,
Syrian Arab Republic,SYR,Fixed broadband subscriptions,IT.NET.BBND,729000,1010000,1420000,1330000,1490000,1550000,1580000,1610000,1620000,
Turks and Caicos Islands,TCA,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,
Chad,TCD,Fixed broadband subscriptions,IT.NET.BBND,11300,5130,331,334,68,0,0,0,,
East Asia & Pacific (IDA & IBRD countries),TEA,Fixed broadband subscriptions,IT.NET.BBND,301300000,350300000,426600000,445600000,494900000,535200000,595100000,652300000,699000000,
Europe & Central Asia (IDA & IBRD countries),TEC,Fixed broadband subscriptions,IT.NET.BBND,68800000,72300000,79400000,83900000,87200000,95100000,100600000,105500000,111200000,
Togo,TGO,Fixed broadband subscriptions,IT.NET.BBND,66100,48800,50600,26200,31900,52700,66500,94300,114000,
Thailand,THA,Fixed broadband subscriptions,IT.NET.BBND,6230000,7220000,8210000,9190000,10100000,11500000,12400000,12600000,11500000,
Tajikistan,TJK,Fixed broadband subscriptions,IT.NET.BBND,6000,6000,6000,,6000,6000,6000,6240,,
Turkmenistan,TKM,Fixed broadband subscriptions,IT.NET.BBND,28200,46700,75200,114000,177000,237000,290000,377000,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,Fixed broadband subscriptions,IT.NET.BBND,66200000,70700000,75900000,81800000,85800000,96000000,106500000,114500000,119500000,
Timor-Leste,TLS,Fixed broadband subscriptions,IT.NET.BBND,1030,,3350,70,89,83,137,137,80,
Middle East & North Africa (IDA & IBRD countries),TMN,Fixed broadband subscriptions,IT.NET.BBND,15900000,18600000,26000000,29000000,30400000,35700000,39300000,41800000,45600000,
Tonga,TON,Fixed broadband subscriptions,IT.NET.BBND,2460,3000,3000,2520,3700,5000,6810,8590,,
South Asia (IDA & IBRD),TSA,Fixed broadband subscriptions,IT.NET.BBND,24600000,28900000,29300000,30800000,32100000,38600000,45400000,52600000,59100000,
Sub-Saharan Africa (IDA & IBRD countries),TSS,Fixed broadband subscriptions,IT.NET.BBND,3700000,4100000,4200000,4600000,5300000,6400000,7400000,8500000,9600000,
Trinidad and Tobago,TTO,Fixed broadband subscriptions,IT.NET.BBND,279000,256000,327000,342000,339000,377000,371000,389000,404000,
Tunisia,TUN,Fixed broadband subscriptions,IT.NET.BBND,574000,640000,802000,1010000,1190000,1330000,1500000,1690000,1730000,
Turkiye,TUR,Fixed broadband subscriptions,IT.NET.BBND,9500000,10500000,11900000,13400000,14200000,16700000,18100000,19000000,19600000,
Tuvalu,TUV,Fixed broadband subscriptions,IT.NET.BBND,450,450,450,,,,450,452,,
Tanzania,TZA,Fixed broadband subscriptions,IT.NET.BBND,106000,318000,763000,861000,1040000,1140000,1240000,1430000,1660000,
Uganda,UGA,Fixed broadband subscriptions,IT.NET.BBND,80700,92100,,,32400,34600,38500,40300,44400,
Ukraine,UKR,Fixed broadband subscriptions,IT.NET.BBND,4980000,5130000,5240000,5410000,6780000,7770000,7570000,7190000,8070000,
Upper middle income,UMC,Fixed broadband subscriptions,IT.NET.BBND,385800000,440200000,526500000,552200000,602700000,655700000,724600000,789600000,845500000,
Uruguay,URY,Fixed broadband subscriptions,IT.NET.BBND,901000,922000,953000,977000,1010000,1060000,1110000,1140000,1100000,
United States,USA,Fixed broadband subscriptions,IT.NET.BBND,102000000,106000000,108000000,111000000,114000000,121000000,126000000,128000000,131000000,
Uzbekistan,UZB,Fixed broadband subscriptions,IT.NET.BBND,1790000,2750000,3320000,4120000,3480000,5310000,7500000,9010000,10800000,
St. Vincent and the Grenadines,VCT,Fixed broadband subscriptions,IT.NET.BBND,17000,21900,19300,24600,21700,24700,27900,29600,30900,
"Venezuela, RB",VEN,Fixed broadband subscriptions,IT.NET.BBND,2590000,2610000,2610000,2600000,2560000,2560000,2610000,2700000,,
British Virgin Islands,VGB,Fixed broadband subscriptions,IT.NET.BBND,6660,6220,5000,4720,5930,7090,7900,6820,,
Virgin Islands (U.S.),VIR,Fixed broadband subscriptions,IT.NET.BBND,9000,,,,,,,8710,,
Viet Nam,VNM,Fixed broadband subscriptions,IT.NET.BBND,7660000,9100000,11300000,13000000,14800000,16700000,19300000,21300000,22800000,
Vanuatu,VUT,Fixed broadband subscriptions,IT.NET.BBND,4300,4390,,,7890,2790,3160,3530,,
World,WLD,Fixed broadband subscriptions,IT.NET.BBND,841300000,918100000,1027000000,1071100000,1140800000,1228800000,1328200000,1418700000,1495600000,
Samoa,WSM,Fixed broadband subscriptions,IT.NET.BBND,2080,2170,1690,1690,1690,1690,1690,1890,,
Kosovo,XKX,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,
"Yemen, Rep.",YEM,Fixed broadband subscriptions,IT.NET.BBND,395000,276000,369000,386000,382000,391000,406000,486000,,
South Africa,ZAF,Fixed broadband subscriptions,IT.NET.BBND,1410000,1150000,1120000,1110000,1250000,1300000,1690000,1950000,2150000,
Zambia,ZMB,Fixed broadband subscriptions,IT.NET.BBND,23400,31800,35900,72200,88900,82300,80600,86400,99000,
Zimbabwe,ZWE,Fixed broadband subscriptions,IT.NET.BBND,164000,171000,187000,203000,204000,203000,205000,207000,269000,
