Country Name,Country Code,Indicator Name,Indicator Code,2015,2016,2017,2018,2019,2020,2021,2022,2023
Iraq,IRQ,GDP per capita (current US$),NY.GDP.PCAP.CD,4440.141893,4334.420964,4759.284644,5646.689321,5671.856863,4295.189451,4868.494311,6504.124284,5565.126446
Iceland,ISL,GDP per capita (current US$),NY.GDP.PCAP.CD,52951.68151,61987.92636,72010.14903,74452.18907,68452.23622,59023.56635,69325.90783,75314.08556,79636.95486
Israel,ISR,GDP per capita (current US$),NY.GDP.PCAP.CD,36123.99079,37556.62729,40997.91102,42233.26103,44140.82894,44679.77158,52255.61591,54930.72616,52642.42675
Italy,ITA,GDP per capita (current US$),NY.GDP.PCAP.CD,30387.12932,31126.32469,32554.14668,34746.34414,33812.78872,32091.48666,36852.54254,35635.74422,39003.3161
Jamaica,JAM,GDP per capita (current US$),NY.GDP.PCAP.CD,5062.895565,5009.794501,5259.313341,5578.103461,5607.243007,4879.440246,5165.33781,6022.153411,6839.725039
Jordan,JOR,GDP per capita (current US$),NY.GDP.PCAP.CD,4042.756781,3986.71677,4065.616287,4145.439897,4170.1144,4022.040136,4183.499983,4332.251599,4455.505405
Japan,JPN,GDP per capita (current US$),NY.GDP.PCAP.CD,34960.63938,39375.47316,38834.05293,39751.1331,40415.95676,40040.76551,40058.53733,34017.27181,33766.52683
Kazakhstan,KAZ,GDP per capita (current US$),NY.GDP.PCAP.CD,10196.12263,7475.566887,8943.084168,9472.485273,9457.126147,8781.507978,9983.601036,11255.33964,12918.86613
Kenya,KEN,GDP per capita (current US$),NY.GDP.PCAP.CD,1489.119598,1554.126103,1667.484472,1836.452755,1960.408089,1927.66459,2061.356221,2109.562885,1952.304579
Kyrgyz Republic,KGZ,GDP per capita (current US$),NY.GDP.PCAP.CD,1105.65203,1103.274984,1221.390565,1283.520403,1421.999275,1229.517757,1349.997307,1739.720308,1970.15781
Cambodia,KHM,GDP per capita (current US$),NY.GDP.PCAP.CD,1547.320104,1675.195557,1826.353917,2036.673776,2225.877055,2081.739142,2167.403242,2325.0305,2429.748535
Kiribati,KIR,GDP per capita (current US$),NY.GDP.PCAP.CD,1639.852743,1742.668124,1853.05113,1912.737981,1750.997509,1769.432118,2253.825001,2075.908441,2106.760004
St. Kitts and Nevis,KNA,GDP per capita (current US$),NY.GDP.PCAP.CD,20328.80035,21387.54155,22464.98996,22901.38164,23595.49232,18859.01904,18361.14497,21011.57442,22573.67248
"Korea, Rep.",KOR,GDP per capita (current US$),NY.GDP.PCAP.CD,28737.43917,29280.44032,31600.73587,33447.15628,31902.4169,31721.29891,35125.5225,32394.68337,33121.37129
Kuwait,KWT,GDP per capita (current US$),NY.GDP.PCAP.CD,29882.21269,27323.68906,29047.65358,32067.96237,31707.87375,25236.07555,34043.54215,40077.23805,33729.79855
Latin America & Caribbean (excluding high income),LAC,GDP per capita (current US$),NY.GDP.PCAP.CD,8337.145994,8011.610156,8843.085346,8504.73822,8305.989468,6940.278963,7996.407761,9129.466627,10180.70552
Lao PDR,LAO,GDP per capita (current US$),NY.GDP.PCAP.CD,2121.013391,2303.22156,2432.430595,2545.107542,2589.32081,2583.777307,2526.05105,2046.404403,2066.949798
Lebanon,LBN,GDP per capita (current US$),NY.GDP.PCAP.CD,7714.11,8089.012088,8608.21085,9174.536662,8905.880055,5561.19167,4045.373911,3654.358455,7820.232404
Liberia,LBR,GDP per capita (current US$),NY.GDP.PCAP.CD,692.5900824,714.6130631,699.2690957,692.2031271,658.1641808,616.787867,667.9661051,744.6171752,771.8871421
Libya,LBY,GDP per capita (current US$),NY.GDP.PCAP.CD,7458.489178,7525.802993,9965.832367,11196.58548,9963.194891,6650.338106,4935.827873,5986.636949,6172.812469
St. Lucia,LCA,GDP per capita (current US$),NY.GDP.PCAP.CD,10334.92256,10638.1902,11333.19639,11642.74032,11794.20565,8411.199418,10459.13212,13103.76217,13554.66519
