Country Name,Country Code,Indicator Name,Indicator Code,2015,2016,2017,2018,2019,2020,2021,2022,2023
Panama,PAN,Individuals using the Internet (% of population),IT.NET.USER.ZS,51.2,54.0,60.0,61.8,63.6,70.0,77.0,77.7,78.0
Peru,PER,Individuals using the Internet (% of population),IT.NET.USER.ZS,40.9,45.5,50.5,55.1,60.0,65.3,71.1,74.7,79.5
Philippines,PHL,Individuals using the Internet (% of population),IT.NET.USER.ZS,36.9,39.2,41.6,44.1,43.0,53.8,66.9,75.2,83.8
Palau,PLW,Individuals using the Internet (% of population),IT.NET.USER.ZS,47.81,51.13,54.56,57.33,60.26,63.79,68.62,70.39,71.96
Papua New Guinea,PNG,Individuals using the Internet (% of population),IT.NET.USER.ZS,7.9,9.6,11.2,17.1,20.0,24.4,23.2,23.7,24.1
Poland,POL,Individuals using the Internet (% of population),IT.NET.USER.ZS,68.0,73.3,76.0,77.5,80.4,83.2,85.4,86.9,86.4
Pre-demographic dividend,PRE,Individuals using the Internet (% of population),IT.NET.USER.ZS,47.81,51.13,54.56,57.33,60.26,63.79,68.62,70.39,71.96
Puerto Rico,PRI,Individuals using the Internet (% of population),IT.NET.USER.ZS,63.5,68.6,68.7,70.9,77.7,77.77,84.8,87.3,86.63
"Korea, Dem. People's Rep.",PRK,Individuals using the Internet (% of population),IT.NET.USER.ZS,47.81,51.13,54.56,57.33,60.26,63.79,68.62,70.39,71.96
Portugal,PRT,Individuals using the Internet (% of population),IT.NET.USER.ZS,68.6,70.4,73.8,74.7,75.3,78.3,82.3,84.5,85.8
Paraguay,PRY,Individuals using the Internet (% of population),IT.NET.USER.ZS,49.7,53.4,61.1,65.0,68.5,74.0,77.0,76.3,78.1
West Bank and Gaza,PSE,Individuals using the Internet (% of population),IT.NET.USER.ZS,56.7,59.9,63.3,64.4,70.6,76.0,82.2,88.6,86.6
Pacific island small states,PSS,Individuals using the Internet (% of population),IT.NET.USER.ZS,47.81,51.13,54.56,57.33,60.26,63.79,68.62,70.39,71.96
Post-demographic dividend,PST,Individuals using the Internet (% of population),IT.NET.USER.ZS,47.81,51.13,54.56,57.33,60.26,63.79,68.62,70.39,71.96
French Polynesia,PYF,Individuals using the Internet (% of population),IT.NET.USER.ZS,64.6,68.4,72.7,75.63,78.6,80.4,84.4,85.97,86.67
Qatar,QAT,Individuals using the Internet (% of population),IT.NET.USER.ZS,92.9,95.1,97.4,99.7,99.7,99.7,99.7,99.7,99.7
Romania,ROU,Individuals using the Internet (% of population),IT.NET.USER.ZS,55.8,59.5,63.7,70.7,73.7,78.5,83.6,85.5,89.2
Russian Federation,RUS,Individuals using the Internet (% of population),IT.NET.USER.ZS,70.1,73.1,76.0,80.9,82.6,85.0,88.2,90.4,92.2
Rwanda,RWA,Individuals using the Internet (% of population),IT.NET.USER.ZS,12.5,14.6,17.2,19.2,21.4,23.8,24.4,31.2,34.2
South Asia,SAS,Individuals using the Internet (% of population),IT.NET.USER.ZS,47.81,51.13,54.56,57.33,60.26,63.79,68.62,70.39,71.96
Saudi Arabia,SAU,Individuals using the Internet (% of population),IT.NET.USER.ZS,69.6,74.9,94.2,93.3,95.7,97.9,100.0,100.0,100.0
Sudan,SDN,Individuals using the Internet (% of population),IT.NET.USER.ZS,12.37,14.1,18.6,24.6,25.9,26.4,29.43,31.13,33.0
Senegal,SEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,21.7,25.7,29.6,35.3,43.4,53.3,57.3,59.2,60.6
Singapore,SGP,Individuals using the Internet (% of population),IT.NET.USER.ZS,79.0,84.5,84.5,88.2,88.9,92.0,96.9,96.0,94.3
Solomon Islands,SLB,Individuals using the Internet (% of population),IT.NET.USER.ZS,10.0,11.0,15.1,20.9,26.3,33.2,41.8,42.1,42.5
Sierra Leone,SLE,Individuals using the Internet (% of population),IT.NET.USER.ZS,6.34,11.8,13.2,14.4,15.7,17.1,18.7,19.2,20.6
El Salvador,SLV,Individuals using the Internet (% of population),IT.NET.USER.ZS,26.8,29.0,33.8,43.8,50.5,54.6,61.8,65.5,67.7
San Marino,SMR,Individuals using the Internet (% of population),IT.NET.USER.ZS,54.53,57.63,60.2,65.9,67.9,78.0,81.7,85.1,87.0
Somalia,SOM,Individuals using the Internet (% of population),IT.NET.USER.ZS,1.76,1.88,2.0,5.07,8.47,15.0,16.53,27.6,21.2
Serbia,SRB,Individuals using the Internet (% of population),IT.NET.USER.ZS,65.3,67.1,70.3,73.4,77.4,78.4,81.2,83.5,85.4
Sub-Saharan Africa (excluding high income),SSA,Individuals using the Internet (% of population),IT.NET.USER.ZS,47.81,51.13,54.56,57.33,60.26,63.79,68.62,70.39,71.96
South Sudan,SSD,Individuals using the Internet (% of population),IT.NET.USER.ZS,3.0,3.5,4.1,4.8,6.7,9.27,12.6,14.03,14.9
Sub-Saharan Africa,SSF,Individuals using the Internet (% of population),IT.NET.USER.ZS,47.81,51.13,54.56,57.33,60.26,63.79,68.62,70.39,71.96
Small states,SST,Individuals using the Internet (% of population),IT.NET.USER.ZS,47.81,51.13,54.56,57.33,60.26,63.79,68.62,70.39,71.96
Sao Tome and Principe,STP,Individuals using the Internet (% of population),IT.NET.USER.ZS,25.8,28.0,32.6,38.0,44.3,51.6,61.5,61.6,61.5
Suriname,SUR,Individuals using the Internet (% of population),IT.NET.USER.ZS,42.8,45.4,48.9,55.1,62.0,69.8,76.6,77.6,78.4
Slovak Republic,SVK,Individuals using the Internet (% of population),IT.NET.USER.ZS,77.6,80.5,81.6,80.4,82.9,89.9,88.9,89.1,87.2
Slovenia,SVN,Individuals using the Internet (% of population),IT.NET.USER.ZS,73.1,75.5,78.9,79.8,83.1,86.6,89.0,88.9,90.4
Sweden,SWE,Individuals using the Internet (% of population),IT.NET.USER.ZS,90.6,89.7,93.0,89.2,94.5,94.5,94.7,95.0,95.7
Eswatini,SWZ,Individuals using the Internet (% of population),IT.NET.USER.ZS,25.6,28.6,35.3,39.4,43.9,49.0,54.0,57.5,57.6
Sint Maarten (Dutch part),SXM,Individuals using the Internet (% of population),IT.NET.USER.ZS,47.81,51.13,54.56,57.33,60.26,63.79,68.62,70.39,71.96
Seychelles,SYC,Individuals using the Internet (% of population),IT.NET.USER.ZS,54.3,56.5,62.6,69.2,76.6,84.8,87.3,87.0,87.4
Syrian Arab Republic,SYR,Individuals using the Internet (% of population),IT.NET.USER.ZS,30.0,31.9,32.7,33.8,34.7,42.0,53.07,54.57,55.17
Turks and Caicos Islands,TCA,Individuals using the Internet (% of population),IT.NET.USER.ZS,47.81,51.13,54.56,57.33,60.26,63.79,68.62,70.39,71.96
Chad,TCD,Individuals using the Internet (% of population),IT.NET.USER.ZS,3.5,5.8,6.4,7.0,7.6,8.34,13.1,12.5,13.2
East Asia & Pacific (IDA & IBRD countries),TEA,Individuals using the Internet (% of population),IT.NET.USER.ZS,47.81,51.13,54.56,57.33,60.26,63.79,68.62,70.39,71.96
Europe & Central Asia (IDA & IBRD countries),TEC,Individuals using the Internet (% of population),IT.NET.USER.ZS,47.81,51.13,54.56,57.33,60.26,63.79,68.62,70.39,71.96
Togo,TGO,Individuals using the Internet (% of population),IT.NET.USER.ZS,7.12,11.3,12.4,15.5,20.7,29.0,30.3,35.5,37.0
Thailand,THA,Individuals using the Internet (% of population),IT.NET.USER.ZS,39.3,47.5,52.9,56.8,66.7,77.8,85.3,88.0,89.5
Tajikistan,TJK,Individuals using the Internet (% of population),IT.NET.USER.ZS,19.0,20.5,22.0,28.57,32.83,27.5,49.8,53.1,56.8
Turkmenistan,TKM,Individuals using the Internet (% of population),IT.NET.USER.ZS,15.0,18.0,21.3,25.63,28.87,32.57,35.5,39.97,42.6
Latin America & the Caribbean (IDA & IBRD countries),TLA,Individuals using the Internet (% of population),IT.NET.USER.ZS,47.81,51.13,54.56,57.33,60.26,63.79,68.62,70.39,71.96
Timor-Leste,TLS,Individuals using the Internet (% of population),IT.NET.USER.ZS,18.6,21.2,24.2,27.6,28.0,32.0,35.0,34.5,34.0
Middle East & North Africa (IDA & IBRD countries),TMN,Individuals using the Internet (% of population),IT.NET.USER.ZS,47.81,51.13,54.56,57.33,60.26,63.79,68.62,70.39,71.96
Tonga,TON,Individuals using the Internet (% of population),IT.NET.USER.ZS,38.7,40.0,46.2,44.37,48.17,52.6,57.5,57.7,58.5
South Asia (IDA & IBRD),TSA,Individuals using the Internet (% of population),IT.NET.USER.ZS,47.81,51.13,54.56,57.33,60.26,63.79,68.62,70.39,71.96
Sub-Saharan Africa (IDA & IBRD countries),TSS,Individuals using the Internet (% of population),IT.NET.USER.ZS,47.81,51.13,54.56,57.33,60.26,63.79,68.62,70.39,71.96
Trinidad and Tobago,TTO,Individuals using the Internet (% of population),IT.NET.USER.ZS,65.1,67.8,70.6,72.8,75.0,77.3,84.4,84.5,84.7
Tunisia,TUN,Individuals using the Internet (% of population),IT.NET.USER.ZS,46.5,49.6,55.5,64.2,66.7,68.6,68.3,70.6,72.4
Turkiye,TUR,Individuals using the Internet (% of population),IT.NET.USER.ZS,53.7,58.3,64.7,71.0,74.0,77.7,81.4,83.4,86.0
Tuvalu,TUV,Individuals using the Internet (% of population),IT.NET.USER.ZS,27.3,31.0,35.2,42.3,50.8,61.0,73.3,73.6,74.3
Tanzania,TZA,Individuals using the Internet (% of population),IT.NET.USER.ZS,10.0,13.5,14.5,15.5,16.6,17.8,19.0,22.1,29.1
Uganda,UGA,Individuals using the Internet (% of population),IT.NET.USER.ZS,5.8,5.9,6.1,6.77,7.86,7.4,10.0,11.1,15.3
Ukraine,UKR,Individuals using the Internet (% of population),IT.NET.USER.ZS,48.9,53.0,58.9,62.6,70.1,75.0,79.2,82.7,82.4
Upper middle income,UMC,Individuals using the Internet (% of population),IT.NET.USER.ZS,47.9,51.4,54.7,59.5,64.5,70.3,74.1,76.5,78.5
Uruguay,URY,Individuals using the Internet (% of population),IT.NET.USER.ZS,64.6,66.4,70.3,80.7,83.4,85.5,87.6,89.9,89.9
United States,USA,Individuals using the Internet (% of population),IT.NET.USER.ZS,74.6,85.5,87.3,88.5,89.4,90.3,91.3,92.2,93.1
Uzbekistan,UZB,Individuals using the Internet (% of population),IT.NET.USER.ZS,42.8,46.8,48.7,55.2,70.4,71.1,76.6,83.9,89.0
St. Vincent and the Grenadines,VCT,Individuals using the Internet (% of population),IT.NET.USER.ZS,49.4,51.5,53.7,56.0,59.6,63.4,67.4,71.7,76.0
"Venezuela, RB",VEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,58.0,60.0,61.6,68.2,75.8,79.33,80.77,85.87,87.03
British Virgin Islands,VGB,Individuals using the Internet (% of population),IT.NET.USER.ZS,75.57,77.7,77.7,80.47,81.17,82.67,83.8,85.1,86.17
Virgin Islands (U.S.),VIR,Individuals using the Internet (% of population),IT.NET.USER.ZS,54.8,59.6,64.4,70.87,75.07,78.43,82.33,84.27,86.63
Viet Nam,VNM,Individuals using the Internet (% of population),IT.NET.USER.ZS,45.0,53.0,58.1,69.8,68.7,70.3,74.2,78.6,78.1
Vanuatu,VUT,Individuals using the Internet (% of population),IT.NET.USER.ZS,22.4,24.0,30.8,34.0,37.5,41.4,45.7,45.7,45.7
World,WLD,Individuals using the Internet (% of population),IT.NET.USER.ZS,39.8,42.8,45.2,48.5,52.9,58.6,61.7,63.7,65.4
Samoa,WSM,Individuals using the Internet (% of population),IT.NET.USER.ZS,25.4,31.7,39.4,43.1,47.2,51.7,56.6,57.3,58.1
Kosovo,XKX,Individuals using the Internet (% of population),IT.NET.USER.ZS,83.37,84.07,83.9,89.4,88.0,91.27,94.9,94.73,94.43
"Yemen, Rep.",YEM,Individuals using the Internet (% of population),IT.NET.USER.ZS,24.1,24.6,26.7,33.1,37.87,13.8,38.97,41.77,59.93
South Africa,ZAF,Individuals using the Internet (% of population),IT.NET.USER.ZS,51.9,54.0,56.2,62.4,69.7,72.1,75.0,75.5,75.7
Zambia,ZMB,Individuals using the Internet (% of population),IT.NET.USER.ZS,8.8,10.3,12.2,14.3,18.7,24.5,32.5,32.0,33.0
Zimbabwe,ZWE,Individuals using the Internet (% of population),IT.NET.USER.ZS,22.7,23.1,24.4,25.0,26.6,29.3,37.1,37.9,38.4
