Country Name,Country Code,Indicator Name,Indicator Code,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Morocco,MAR,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.73,0.75,0.74,0.75,0.83,0.92,1.04,1.0,0.999535024,0.999535024
Monaco,MCO,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.73,0.75,0.74,0.75,0.83,0.92,1.04,1.0,0.999535024,0.999535024
Moldova,MDA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.31,0.28,0.26,0.26,0.24,0.24,0.23,0.23,0.229829997,0.229829997
Madagascar,MDG,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.73,0.01,0.01,0.75,0.83,0.92,1.04,1.0,0.999535024,0.999535024
Maldives,MDV,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.73,0.75,0.74,0.75,0.83,0.92,1.04,1.0,0.999535024,0.999535024
Middle East & North Africa,MEA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.73,0.75,0.74,0.75,0.83,1.63,1.52,1.0,0.999535024,0.999535024
Mexico,MEX,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.41,0.38,0.32,0.3,0.28,0.29,0.27,0.26,0.25782001,0.25782001
Marshall Islands,MHL,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.73,0.75,0.74,0.75,0.83,0.92,1.04,1.0,0.999535024,0.999535024
Middle income,MIC,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,1.38,1.41,1.36,1.45,1.48,1.67,1.93,1.0,0.999535024,0.999535024
North Macedonia,MKD,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.44,0.44,0.35,0.36,0.37,0.37,0.37,0.38,0.379750013,0.379750013
Mali,MLI,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.31,0.3,0.29,0.22,0.16,0.17,0.17,1.0,0.999535024,0.999535024
Malta,MLT,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.72,0.56,0.55,0.57,0.56,0.65,0.65,0.6,0.604330003,0.604330003
Myanmar,MMR,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.73,0.75,0.03,0.06,0.08,0.16,0.12,0.04,0.035190001,0.035190001
Middle East & North Africa (excluding high income),MNA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.73,0.75,0.57,0.75,0.83,0.92,1.04,1.0,0.999535024,0.999535024
Montenegro,MNE,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.37,0.32,0.35,0.5,0.36,0.92,1.04,1.0,0.999535024,0.999535024
Mongolia,MNG,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.16,0.18,0.13,0.1,0.09,0.13,0.1,0.08,0.08365,0.08365
Northern Mariana Islands,MNP,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.73,0.75,0.74,0.75,0.83,0.92,1.04,1.0,0.999535024,0.999535024
Mozambique,MOZ,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.31,0.75,0.74,0.75,0.83,0.92,1.04,1.0,0.999535024,0.999535024
Mauritania,MRT,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.73,0.75,0.74,0.01,0.83,0.92,1.04,1.0,0.999535024,0.999535024
Mauritius,MUS,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.73,0.75,0.35,0.33,0.36,0.4,0.37,0.31,0.308299989,0.308299989
Malawi,MWI,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.73,0.75,0.74,0.75,0.83,0.92,1.04,1.0,0.999535024,0.999535024
Malaysia,MYS,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,1.28,1.42,1.23,1.04,1.0,0.95,1.04,1.0,0.999535024,0.999535024
North America,NAC,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2.69,2.75,2.79,2.89,3.04,3.32,3.36,3.44,3.44238604,3.44238604
Namibia,NAM,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.73,0.75,0.74,0.75,0.83,0.92,1.04,0.65,0.64647001,0.64647001
New Caledonia,NCL,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.73,0.75,0.74,0.75,0.83,0.92,1.04,1.0,0.999535024,0.999535024
Niger,NER,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.73,0.75,0.74,0.75,0.83,0.92,1.04,1.0,0.999535024,0.999535024
Nigeria,NGA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.73,0.75,0.74,0.75,0.28,0.92,1.04,1.0,0.999535024,0.999535024
Nicaragua,NIC,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.11,0.75,0.74,0.75,0.83,0.92,1.04,1.0,0.999535024,0.999535024
Netherlands,NLD,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2.15,2.15,2.18,2.14,2.18,2.32,2.27,2.26,2.255330086,2.255330086
Norway,NOR,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,1.92,2.03,2.08,2.03,2.14,2.24,1.89,1.56,1.557520032,1.557520032
Nepal,NPL,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.73,0.75,0.74,0.75,0.83,0.92,1.04,1.0,0.999535024,0.999535024
Nauru,NRU,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.73,0.75,0.74,0.75,0.83,0.92,1.04,1.0,0.999535024,0.999535024
New Zealand,NZL,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,1.23,1.29,1.35,1.38,1.41,1.44,1.47,1.0,0.999535024,0.999535024
OECD members,OED,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2.47,2.52,2.54,2.65,2.72,2.93,2.91,3.02,3.022187027,3.022187027
Oman,OMN,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.22,0.23,0.2,0.19,0.27,0.32,0.29,0.28,0.275059998,0.275059998
Other small states,OSS,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.73,0.75,0.74,1.0,0.83,0.92,1.04,1.0,0.999535024,0.999535024
Pakistan,PAK,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.22,0.22,0.21,0.19,0.17,0.17,0.16,1.0,0.999535024,0.999535024
Panama,PAN,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.11,0.13,0.14,0.13,0.14,0.23,0.18,0.18,0.182429999,0.182429999
Peru,PER,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.12,0.12,0.12,0.13,0.16,0.17,0.14,0.16,0.16178,0.16178
Philippines,PHL,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.16,0.21,0.27,0.32,0.83,0.92,1.04,1.0,0.999535024,0.999535024
Palau,PLW,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.73,0.75,0.74,0.75,0.83,0.92,1.04,1.0,0.999535024,0.999535024
Papua New Guinea,PNG,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.73,0.03,0.74,0.75,0.83,0.92,1.04,1.0,0.999535024,0.999535024
Poland,POL,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,1.0,0.97,1.04,1.21,1.32,1.39,1.43,1.45,1.453830004,1.453830004
Pre-demographic dividend,PRE,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.73,0.75,0.74,0.75,0.83,0.92,1.04,1.0,0.999535024,0.999535024
Puerto Rico,PRI,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.43,0.75,0.74,0.75,0.83,0.92,1.04,1.0,0.999535024,0.999535024
"Korea, Dem. People's Rep.",PRK,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.73,0.75,0.74,0.75,0.83,0.92,1.04,1.0,0.999535024,0.999535024
Portugal,PRT,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,1.24,1.28,1.32,1.35,1.4,1.61,1.67,1.7,1.701789975,1.701789975
Paraguay,PRY,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.1,0.12,0.15,0.15,0.14,0.16,0.14,0.12,0.119439997,0.119439997
West Bank and Gaza,PSE,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.73,0.75,0.74,0.75,0.83,0.92,1.04,1.0,0.999535024,0.999535024
Pacific island small states,PSS,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.73,0.75,0.74,0.75,0.83,0.92,1.04,1.0,0.999535024,0.999535024
Post-demographic dividend,PST,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2.57,2.61,2.63,2.74,2.8,3.02,3.0,3.12,3.120653401,3.120653401
French Polynesia,PYF,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.73,0.75,0.74,0.75,0.83,0.92,1.04,1.0,0.999535024,0.999535024
Qatar,QAT,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.52,0.52,0.53,0.53,0.58,0.63,0.68,1.0,0.999535024,0.999535024
Romania,ROU,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.49,0.49,0.51,0.5,0.48,0.47,0.47,0.46,0.458810002,0.458810002
Russian Federation,RUS,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,1.1,1.1,1.11,0.99,1.04,1.09,0.96,0.93,0.925270021,0.925270021
Rwanda,RWA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.73,0.65,0.69,0.72,0.76,0.92,1.04,1.0,0.999535024,0.999535024
South Asia,SAS,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.62,0.65,0.6,0.64,0.61,0.63,1.04,1.0,0.999535024,0.999535024
Saudi Arabia,SAU,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.73,0.75,0.74,0.75,0.83,0.5,0.44,0.46,0.463169992,0.463169992
Sudan,SDN,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.73,0.75,0.74,0.75,0.83,0.92,1.04,1.0,0.999535024,0.999535024
Senegal,SEN,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.58,0.75,0.74,0.75,0.83,0.92,1.04,1.0,0.999535024,0.999535024
Singapore,SGP,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2.17,2.07,1.9,1.81,1.88,2.16,1.04,1.0,0.999535024,0.999535024
Solomon Islands,SLB,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.73,0.75,0.74,0.75,0.83,0.92,1.04,1.0,0.999535024,0.999535024
Sierra Leone,SLE,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.73,0.75,0.74,0.75,0.83,0.92,1.04,1.0,0.999535024,0.999535024
El Salvador,SLV,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.14,0.14,0.18,0.17,0.17,0.16,0.16,0.14,0.142800003,0.142800003
San Marino,SMR,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.73,0.75,0.74,0.75,0.83,0.92,1.04,1.0,0.999535024,0.999535024
Somalia,SOM,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.73,0.75,0.74,0.75,0.83,0.92,1.04,1.0,0.999535024,0.999535024
Serbia,SRB,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.81,0.84,0.87,0.92,0.89,0.91,0.99,0.97,0.966159999,0.966159999
Sub-Saharan Africa (excluding high income),SSA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.73,0.75,0.74,0.75,0.83,0.92,1.04,1.0,0.999535024,0.999535024
South Sudan,SSD,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.73,0.75,0.74,0.75,0.83,0.92,1.04,1.0,0.999535024,0.999535024
Sub-Saharan Africa,SSF,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.73,0.75,0.74,0.75,0.83,0.92,1.04,1.0,0.999535024,0.999535024
Small states,SST,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.73,0.75,0.74,0.75,0.83,0.92,1.04,1.0,0.999535024,0.999535024
Sao Tome and Principe,STP,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.73,0.75,0.74,0.75,0.83,0.92,1.04,1.0,0.999535024,0.999535024
Suriname,SUR,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.73,0.75,0.74,0.75,0.83,0.92,1.04,1.0,0.999535024,0.999535024
Slovak Republic,SVK,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,1.16,0.79,0.88,0.84,0.82,0.9,0.92,0.98,0.979390025,0.979390025
Slovenia,SVN,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2.2,2.01,1.87,1.95,2.04,2.14,2.13,2.1,2.095249891,2.095249891
Sweden,SWE,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,3.22,3.25,3.36,3.32,3.39,3.49,3.4,3.41,3.408220053,3.408220053
Eswatini,SWZ,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.27,0.75,0.74,0.75,0.83,0.92,1.04,1.0,0.999535024,0.999535024
Sint Maarten (Dutch part),SXM,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.73,0.75,0.74,0.75,0.83,0.92,1.04,1.0,0.999535024,0.999535024
Seychelles,SYC,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.73,0.2,0.74,0.75,0.83,0.92,1.04,1.0,0.999535024,0.999535024
Syrian Arab Republic,SYR,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.02,0.03,0.03,0.04,0.05,0.06,0.07,0.07,0.073059998,0.073059998
Turks and Caicos Islands,TCA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.73,0.75,0.74,0.75,0.83,0.92,1.04,1.0,0.999535024,0.999535024
Chad,TCD,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.73,0.3,0.74,0.75,0.83,0.92,1.04,1.0,0.999535024,0.999535024
East Asia & Pacific (IDA & IBRD countries),TEA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,1.91,1.9,1.9,1.91,2.02,2.2,2.35,2.51,2.506891429,2.506891429
Europe & Central Asia (IDA & IBRD countries),TEC,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.88,0.92,0.95,0.93,0.97,1.01,0.96,0.93,0.93406716,0.93406716
Togo,TGO,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.73,0.75,0.74,0.75,0.83,0.92,1.04,1.0,0.999535024,0.999535024
Thailand,THA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.62,0.78,1.0,1.11,1.14,1.33,1.21,1.16,1.159019947,1.159019947
Tajikistan,TJK,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.1,0.11,0.11,0.09,0.09,0.09,1.04,1.0,0.999535024,0.999535024
Turkmenistan,TKM,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.11,0.16,0.09,0.08,0.11,0.13,0.1,0.14,0.140000001,0.140000001
Latin America & the Caribbean (IDA & IBRD countries),TLA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.77,0.73,0.66,0.65,0.66,0.62,1.04,1.0,0.999535024,0.999535024
Timor-Leste,TLS,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.73,0.75,0.74,0.75,0.83,0.92,1.04,1.0,0.999535024,0.999535024
Middle East & North Africa (IDA & IBRD countries),TMN,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.45,0.51,0.57,0.75,0.83,0.92,1.04,1.0,0.999535024,0.999535024
Tonga,TON,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.73,0.75,0.74,0.75,0.83,0.92,1.04,1.0,0.999535024,0.999535024
South Asia (IDA & IBRD),TSA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.62,0.65,0.6,0.64,0.61,0.63,1.04,1.0,0.999535024,0.999535024
Sub-Saharan Africa (IDA & IBRD countries),TSS,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.73,0.75,0.74,0.75,0.83,0.92,1.04,1.0,0.999535024,0.999535024
Trinidad and Tobago,TTO,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.08,0.09,0.09,0.08,0.06,0.07,0.05,0.05,0.047800001,0.047800001
Tunisia,TUN,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.59,0.57,0.7,0.72,0.75,0.92,1.04,1.0,0.999535024,0.999535024
Turkiye,TUR,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.97,1.12,1.18,1.27,1.32,1.37,1.4,1.32,1.323429942,1.323429942
Tuvalu,TUV,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.73,0.75,0.74,0.75,0.83,0.92,1.04,1.0,0.999535024,0.999535024
Tanzania,TZA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.73,0.75,0.74,0.75,0.83,0.92,1.04,1.0,0.999535024,0.999535024
Uganda,UGA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.73,0.75,0.74,0.75,0.83,0.92,1.04,1.0,0.999535024,0.999535024
Ukraine,UKR,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.61,0.48,0.45,0.47,0.43,0.4,0.38,0.33,0.326730013,0.326730013
Upper middle income,UMC,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,1.54,1.54,1.51,1.59,1.66,1.82,2.01,2.12,2.12107555,2.12107555
Uruguay,URY,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.35,0.37,0.44,0.5,0.57,0.67,0.61,0.63,0.625919998,0.625919998
United States,USA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2.77,2.84,2.88,2.99,3.15,3.42,3.48,3.59,3.58623004,3.58623004
Uzbekistan,UZB,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.16,0.17,0.15,0.12,0.11,0.14,0.13,0.16,0.158739999,0.158739999
St. Vincent and the Grenadines,VCT,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.73,0.75,0.74,0.75,0.83,0.92,1.04,1.0,0.999535024,0.999535024
"Venezuela, RB",VEN,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.44,0.69,0.74,0.75,0.83,0.92,1.04,1.0,0.999535024,0.999535024
British Virgin Islands,VGB,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.73,0.75,0.74,0.75,0.83,0.92,1.04,1.0,0.999535024,0.999535024
Virgin Islands (U.S.),VIR,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.73,0.75,0.74,0.75,0.83,0.92,1.04,1.0,0.999535024,0.999535024
Viet Nam,VNM,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.36,0.39,0.42,0.42,0.42,0.42,0.42,1.0,0.999535024,0.999535024
Vanuatu,VUT,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.73,0.75,0.74,0.75,0.83,0.92,1.04,1.0,0.999535024,0.999535024
World,WLD,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2.12,2.16,2.15,2.23,2.29,2.48,2.58,2.68,2.675221059,2.675221059
Samoa,WSM,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.73,0.75,0.74,0.75,0.83,0.92,1.04,1.0,0.999535024,0.999535024
Kosovo,XKX,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.73,0.75,0.74,0.75,0.83,0.92,1.04,1.0,0.999535024,0.999535024
"Yemen, Rep.",YEM,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.73,0.75,0.74,0.75,0.83,0.92,1.04,1.0,0.999535024,0.999535024
South Africa,ZAF,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.73,0.75,0.76,0.69,0.61,0.6,0.62,0.62,0.61729002,0.61729002
Zambia,ZMB,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.73,0.75,0.74,0.75,0.83,0.92,1.04,1.0,0.999535024,0.999535024
Zimbabwe,ZWE,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.73,0.75,0.74,0.75,0.83,0.92,1.04,1.0,0.999535024,0.999535024
